,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
0,-0.0001,-0.0078000000000000005,-0.0014000000000000002,-0.020099999999999996,0.0155,-0.008199999999999999,0.0027,0.0148,-0.019299999999999998,-0.0068000000000000005
1,-0.0115,-0.015700000000000002,-0.0134,-0.0132,-0.0268,-0.0315,-0.0168,-0.016200000000000003,0.0016,-0.0171
2,0.008199999999999999,0.011200000000000002,0.0087,0.003,0.01,0.001,0.0124,0.0147,0.0217,0.0053
3,0.0045000000000000005,0.0059,0.0097,0.031400000000000004,-0.0019,0.0007000000000000001,0.0027,0.0242,0.004699999999999999,0.0029
4,0.0097,0.0245,0.013300000000000001,0.012199999999999999,0.024900000000000002,0.0189,0.0148,0.032799999999999996,0.0066,0.011399999999999999
5,0.0128,0.013000000000000001,0.0109,-0.001,0.0315,0.0421,0.0062,0.0373,-0.0023,0.0025
6,-0.0016,-0.0085,-0.0039000000000000003,0.005,-0.0087,-0.0144,-0.0069,0.0044,-0.0048,-0.0078000000000000005
7,0.0011,0.0031,-0.0027,-0.0115,-0.0027,-0.0014000000000000002,-0.0037,-0.0001,0.0042,-0.0016
8,0.0043,0.0036,0.0102,0.0209,0.023,0.025099999999999997,0.011899999999999999,0.0187,0.0033,0.0106
9,-0.0006,0.0089,0.01,0.012199999999999999,0.0194,0.0078000000000000005,0.0073,0.0173,-0.0014000000000000002,0.0042
10,-0.0001,0.0052,0.0118,0.0338,0.027999999999999997,0.0223,0.0052,0.0285,-0.0070999999999999995,0.005
11,0.0019,0.015300000000000001,0.0068000000000000005,0.018600000000000002,0.0172,0.0076,0.0023,0.0241,0.006999999999999999,0.0053
12,-0.0015,-0.0014000000000000002,-0.0034999999999999996,-0.0060999999999999995,0.012199999999999999,0.0101,0.0004,0.018500000000000003,0.006,-0.0039000000000000003
13,0.0032,0.0012,0.0023,0.024399999999999998,0.0189,0.0184,0.0004,0.029500000000000002,0.019,-0.0002
14,-0.0059,-0.0034999999999999996,-0.0075,-0.011699999999999999,0.0001,-0.010700000000000001,-0.0027,0.01,0.0024,-0.0034000000000000002
15,-0.0016,-0.0054,-0.004699999999999999,0.006500000000000001,0.0098,0.0013,-0.0017000000000000001,0.0048,-0.0137,-0.0003
16,0.0062,0.0054,0.0016,-0.0033,0.0046,0.0012,0.0018,0.006500000000000001,0.0003,0.005
17,-0.0003,-0.0023,0.0011,-0.0152,-0.0036,-0.0128,-0.0018,-0.0147,-0.0043,-0.0001
18,-0.011000000000000001,-0.009300000000000001,-0.008199999999999999,-0.0019,-0.0301,-0.028399999999999998,-0.015700000000000002,-0.0171,-0.0083,-0.0092
19,0.0022,0.0055000000000000005,-0.0023,0.0063,-0.0152,-0.0038,-0.0074,-0.0089,0.008100000000000001,-0.0015
20,0.0072,0.0202,0.0051,0.0073,0.0182,0.0168,0.0063,0.016,0.0014000000000000002,0.0024
21,0.0021,0.0079,0.0048,0.0044,0.0179,0.0168,0.0019,0.0152,-0.0009,0.0048
22,0.011899999999999999,0.0134,0.0069,0.004,0.0241,0.0431,0.0097,0.0132,0.0149,0.0077
23,-0.0001,-0.0021,0.0027,-0.0068000000000000005,0.0152,0.0268,0.0044,0.017,-0.0113,0.0044
24,0.0069,0.006999999999999999,0.0015,0.008,0.023399999999999997,0.0213,-0.0007000000000000001,0.0259,-0.009000000000000001,0.0027
25,-0.0014000000000000002,0.003,0.0025,-0.0085,0.0235,0.0262,0.0088,0.0291,0.0051,0.0034999999999999996
26,0.0025,-0.0024,-0.002,-0.0173,0.004,-0.011000000000000001,-0.0059,0.009899999999999999,-0.0052,-0.0048
27,0.004,-0.0021,-0.0012,0.0147,0.0253,0.0009,0.0012,0.022000000000000002,-0.0055000000000000005,-0.0022
28,-0.0012,-0.0008,-0.0063,-0.0034999999999999996,0.005600000000000001,-0.0009,-0.0027,0.009300000000000001,-0.0077,-0.0046
29,0.0034999999999999996,0.011399999999999999,0.0108,0.0097,0.0151,0.0108,0.0055000000000000005,0.027200000000000002,0.0045000000000000005,0.0018
30,0.0007000000000000001,0.0042,0.0079,0.0268,-0.0019,-0.0078000000000000005,-0.0040999999999999995,0.008199999999999999,0.003,0.0004
31,0.0039000000000000003,-0.0036,0.0033,0.0091,0.0118,-0.0059,-0.0033,0.0285,-0.0016,-0.0021
32,0.005,0.008100000000000001,0.005,-0.0070999999999999995,0.0166,0.010700000000000001,-0.0042,0.0632,-0.001,0.0028000000000000004
33,-0.0105,-0.0075,-0.0075,-0.0191,-0.0102,-0.0105,-0.010700000000000001,0.016399999999999998,-0.0129,-0.008100000000000001
34,0.0009,-0.0029,0.0055000000000000005,0.0008,0.0054,-0.0045000000000000005,-0.0003,0.001,-0.0086,-0.0031
35,-0.0024,0.0048,-0.0053,-0.0111,0.021,0.0115,0.0049,0.006,-0.0069,0.0025
36,-0.004699999999999999,-0.0060999999999999995,-0.004,0.005600000000000001,0.01,-0.0115,-0.0052,-0.0021,-0.0183,-0.0053
37,-0.0059,-0.0002,-0.0027,-0.0029,0.0072,0.0103,0.0002,0.0091,-0.0066,-0.0006
38,0.0101,0.0008,0.0072,0.0143,0.017,0.0044,0.005699999999999999,0.0084,0.013500000000000002,0.0024
39,0.006,0.0235,0.0171,0.0255,0.0426,0.026699999999999998,0.018799999999999997,0.0282,0.0098,0.0096
40,0.0049,0.018799999999999997,0.0052,0.0321,0.029300000000000003,0.0227,0.005699999999999999,0.0347,-0.0046,0.0048
41,0.0011,0.0051,0.0034999999999999996,0.0332,0.0103,0.0063,0.0014000000000000002,0.0202,0.0022,-0.0033
42,0.0062,0.008100000000000001,0.013000000000000001,0.0042,0.029900000000000003,0.0254,0.0125,0.0325,0.002,0.0066
43,-0.0040999999999999995,-0.0005,-0.0014000000000000002,0.0191,0.0206,-0.0111,-0.0021,0.0342,-0.013500000000000002,-0.002
44,-0.0106,-0.0060999999999999995,-0.0055000000000000005,0.053399999999999996,-0.004,-0.0045000000000000005,-0.009000000000000001,-0.0078000000000000005,0.0054,-0.008100000000000001
45,0.0040999999999999995,0.0031,0.0037,-0.0113,0.0023,0.0137,0.0043,-0.0079,0.0067,-0.0013
46,0.0103,0.006500000000000001,0.01,-0.0125,0.0334,0.011699999999999999,0.0138,0.0088,0.0017000000000000001,0.0073
47,-0.0054,0.0043,0.0005,0.0033,0.0087,0.0044,0.0002,-0.0084,0.0011,-0.0021
48,0.0034999999999999996,-0.0001,-0.0062,-0.0019,-0.0069,-0.0298,-0.0042,-0.0223,-0.004699999999999999,-0.0027
49,-0.0021,-0.0098,-0.0052,-0.005600000000000001,-0.023700000000000002,-0.0143,-0.0023,-0.053899999999999997,-0.0053,-0.0038
50,0.0127,0.008199999999999999,0.0069,-0.013500000000000002,-0.0334,-0.022799999999999997,0.005,-0.0146,0.021400000000000002,0.0066
51,0.024900000000000002,0.030899999999999997,0.0253,0.0282,0.0023,0.0189,0.023700000000000002,0.0101,0.034,0.0233
52,0.0022,-0.003,0.002,-0.009899999999999999,0.0088,0.0062,0.005,0.0028000000000000004,-0.0095,0.004
53,-0.0032,-0.0006,-0.0009,-0.0084,-0.0341,-0.0231,-0.006500000000000001,-0.0414,-0.0016,-0.0084
54,0.0018,-0.008199999999999999,0.0005,0.005699999999999999,-0.01,-0.0048,0.0009,-0.024,-0.0002,0.0034999999999999996
55,0.0024,0.0036,0.0053,0.0231,0.024900000000000002,0.0126,0.0058,0.048499999999999995,-0.0078000000000000005,0.0068000000000000005
56,0.0024,-0.0015,0.0069,-0.0028000000000000004,0.0116,0.0070999999999999995,0.0078000000000000005,0.010700000000000001,0.0103,0.006500000000000001
57,-0.0012,0.0037,-0.0011,0.0087,0.0026,-0.0039000000000000003,0.0023,-0.0137,0.0025,0.0036
58,-0.0012,0.0024,-0.004,-0.0022,-0.0018,0.0026,-0.0027,-0.0088,0.0021,-0.0034999999999999996
59,-0.0022,-0.0064,-0.0096,-0.0036,-0.0195,-0.011399999999999999,-0.0098,-0.018500000000000003,-0.0089,-0.0044
60,0.0040999999999999995,-0.0060999999999999995,0.0013,0.0204,-0.0375,-0.018000000000000002,-0.0053,-0.0373,0.0131,-0.0038
61,0.0028000000000000004,0.0017000000000000001,-0.0088,0.0063,-0.0479,-0.0302,-0.0033,-0.0368,0.0066,-0.0039000000000000003
62,0.0096,0.0139,0.0111,0.0106,0.023399999999999997,0.0259,0.0067,0.0405,0.0086,0.0054
63,-0.0074,-0.0177,-0.0059,0.0042,-0.0672,-0.0484,-0.009300000000000001,-0.0313,-0.0034000000000000002,-0.0029
64,-0.0147,-0.0246,-0.013999999999999999,-0.0388,-0.0506,-0.046799999999999994,-0.026000000000000002,-0.0433,0.0042,-0.0196
65,0.0005,0.0091,0.0052,-0.006,0.0144,-0.0004,0.0103,0.0291,0.01,0.0046
66,0.0066,0.01,0.01,0.0052,0.0346,0.0279,0.0131,0.029500000000000002,-0.005,0.009000000000000001
67,0.0027,0.0076,0.0086,0.0039000000000000003,0.0296,0.0273,0.0124,0.0125,0.0001,0.0051
68,-0.006,-0.0032,-0.0075,-0.0263,-0.045899999999999996,-0.0401,-0.0115,-0.023700000000000002,0.005600000000000001,-0.0060999999999999995
69,-0.0003,-0.0062,-0.0040999999999999995,0.0092,-0.0363,-0.0302,-0.0092,-0.030899999999999997,0.0058,-0.0060999999999999995
70,-0.0083,-0.0123,-0.0079,0.0033,-0.0705,-0.0524,-0.0155,-0.0415,0.0048,-0.0088
71,-0.0089,-0.009899999999999999,-0.0083,-0.0042,-0.0329,-0.027000000000000003,-0.015700000000000002,-0.0207,0.0121,-0.0109
72,-0.0379,-0.059800000000000006,-0.0458,-0.0378,-0.1161,-0.0864,-0.0576,-0.0934,-0.020099999999999996,-0.0408
73,-0.0048,-0.009899999999999999,-0.0034000000000000002,-0.0189,-0.0025,-0.020499999999999997,-0.0168,-0.0276,0.0079,-0.0063
74,0.0126,0.0447,0.0248,0.027999999999999997,0.11,0.08529999999999999,0.0405,0.0745,0.0015,0.0235
75,0.0072,0.0029,0.0043,0.014199999999999999,0.0176,0.026699999999999998,0.011000000000000001,0.0334,-0.0011,0.0070999999999999995
76,0.0088,0.0118,0.0055000000000000005,0.0070999999999999995,-0.0023,-0.015,0.0026,0.0024,0.0064,0.008100000000000001
77,-0.0066,-0.0179,-0.0089,0.0033,-0.0447,-0.0375,-0.0108,-0.0259,0.0072,-0.0073
78,0.0161,0.0182,0.0168,0.0137,0.0487,0.042300000000000004,0.021,0.023700000000000002,0.0158,0.0146
79,0.002,0.0040999999999999995,0.0011,-0.0017000000000000001,-0.0087,-0.0152,0.002,-0.005,0.0125,0.0005
80,-0.0029,-0.0076,0.0033,0.013300000000000001,0.0189,0.0227,-0.0004,0.0037,-0.008199999999999999,0.0006
81,0.0039000000000000003,0.0079,0.0116,0.0052,0.0259,0.0275,0.011699999999999999,0.029300000000000003,-0.0019,0.0106
82,0.006,0.0175,0.0097,0.0143,0.0304,0.026000000000000002,0.0129,0.0394,0.0023,0.0078000000000000005
83,-0.0021,-0.0078000000000000005,-0.0042,0.010700000000000001,-0.0229,-0.0263,-0.0102,-0.0148,-0.0126,-0.0055000000000000005
84,-0.0003,-0.013600000000000001,-0.012,-0.0172,-0.0248,-0.0148,-0.0174,-0.0178,-0.0046,-0.01
85,0.0034999999999999996,0.0008,0.0044,0.0178,0.006500000000000001,0.0103,0.0052,0.0141,0.011200000000000002,0.0052
86,0.0064,0.0031,0.0091,0.016399999999999998,0.0147,0.006500000000000001,0.011399999999999999,0.0165,-0.0022,0.005600000000000001
87,-0.0022,-0.0075,-0.0043,0.0146,-0.018799999999999997,-0.0239,-0.0039000000000000003,-0.0069,0.011200000000000002,-0.0019
88,-0.0045000000000000005,-0.0038,-0.0089,0.0072,-0.025099999999999997,-0.0171,-0.0024,-0.0161,-0.0034000000000000002,-0.0046
89,-0.0108,-0.0176,-0.016200000000000003,-0.0089,-0.049699999999999994,-0.0409,-0.016200000000000003,-0.0335,0.0006,-0.012199999999999999
90,0.0097,0.0123,0.015,0.0277,0.0242,0.0204,0.0137,0.013600000000000001,0.0177,0.0098
91,0.004699999999999999,-0.0034999999999999996,0.0032,0.0144,0.0085,0.0044,0.0017000000000000001,0.0058,-0.0091,0.0031
92,0.004,0.0034000000000000002,0.0051,0.0202,0.0072,0.0049,0.0045000000000000005,0.0104,0.0097,0.0032
93,0.0014000000000000002,0.0016,0.009000000000000001,-0.0046,0.0197,0.0179,0.0060999999999999995,0.0083,-0.0045000000000000005,0.0016
94,-0.0063,-0.0073,-0.0052,0.0095,-0.0077,-0.0173,-0.0033,-0.0029,-0.0148,-0.0053
95,-0.0023,-0.0015,-0.006,0.0058,-0.018500000000000003,-0.0217,-0.0022,-0.0045000000000000005,0.0060999999999999995,0.0001
96,-0.0063,-0.0174,-0.012,-0.0036,-0.028900000000000002,-0.0327,-0.0147,-0.0158,-0.0024,-0.0088
97,-0.0062,-0.0161,-0.009300000000000001,-0.0068000000000000005,-0.0287,-0.0195,-0.0095,-0.0263,0.0075,-0.009300000000000001
98,-0.0036,-0.0019,-0.008199999999999999,-0.002,-0.035,-0.0391,-0.0108,-0.0181,-0.0078000000000000005,-0.0049
99,-0.0024,-0.004,-0.0086,-0.0029,-0.013500000000000002,-0.011699999999999999,-0.0141,-0.0181,0.0058,-0.0031
100,-0.0009,-0.0069,-0.004699999999999999,-0.0002,-0.0127,-0.0008,-0.0053,-0.0063,-0.005699999999999999,-0.0034000000000000002
101,0.0027,-0.0070999999999999995,-0.005,0.0063,-0.0059,-0.0012,-0.0051,-0.0077,0.0118,0.0006
102,0.006999999999999999,0.008199999999999999,0.013500000000000002,0.018500000000000003,0.0436,0.0501,0.0103,0.024700000000000003,0.0029,0.011899999999999999
103,-0.0072,-0.0023,-0.0006,0.0195,0.0024,-0.003,0.0018,0.0012,0.0049,0.0034999999999999996
104,0.0113,0.0167,0.013000000000000001,0.0067,0.04190000000000001,0.037200000000000004,0.0079,0.0241,0.0072,0.0111
105,0.0173,0.0124,0.0159,-0.018799999999999997,0.061200000000000004,0.0641,0.022799999999999997,0.0371,-0.0029,0.021099999999999997
106,-0.0025,0.006,-0.0006,-0.009399999999999999,0.0179,0.011399999999999999,0.0074,0.0298,-0.0191,0.0005
107,0.0002,-0.005699999999999999,0.0013,0.014199999999999999,0.0015,-0.0069,-0.0051,0.0242,0.0103,0.0007000000000000001
108,0.0044,0.0076,-0.0002,0.0059,0.021,0.0208,0.0044,0.0095,0.0009,0.006999999999999999
109,0.0031,-0.0031,0.0022,0.0062,0.0058,-0.0097,0.0,-0.0021,-0.0024,-0.0016
110,0.005699999999999999,-0.0015,0.0079,-0.0026,0.018000000000000002,0.0195,0.0042,0.0242,0.009899999999999999,0.0039000000000000003
111,0.0021,-0.0018,-0.0023,0.0258,-0.0159,-0.025099999999999997,-0.0052,-0.0126,0.0023,-0.0053
112,0.002,0.008,0.0019,0.008100000000000001,0.0029,0.0045000000000000005,0.0048,0.0011,0.0054,0.0040999999999999995
113,0.0038,0.0079,0.005600000000000001,0.0085,-0.0098,-0.0108,-0.0016,0.0016,-0.008100000000000001,0.0025
114,0.0034999999999999996,-0.0097,-0.0044,0.0,-0.001,0.0058,-0.0018,-0.0018,0.0111,-0.0042
115,-0.0068000000000000005,0.001,-0.0007000000000000001,0.0109,-0.0013,-0.0038,0.0026,-0.0005,-0.0015,-0.0038
116,0.0008,-0.001,-0.0032,-0.0087,0.009399999999999999,0.0109,-0.0002,0.0149,-0.0048,0.0015
117,-0.0063,-0.005699999999999999,-0.0038,-0.0149,0.0089,-0.0059,-0.0022,0.0029,-0.0033,-0.004
118,-0.0053,0.0016,0.0009,0.020099999999999996,0.0072,0.0051,-0.0040999999999999995,0.0165,0.0006,-0.0025
119,-0.0032,0.0,-0.0052,-0.0104,-0.0098,-0.0064,-0.0024,-0.016200000000000003,-0.0151,-0.0059
120,-0.0032,0.0003,-0.0014000000000000002,-0.0003,-0.0054,-0.015300000000000001,-0.0039000000000000003,0.004,0.0016,-0.0005
121,0.0074,0.0023,0.0033,-0.0006,0.0097,0.0060999999999999995,-0.0017000000000000001,0.0111,0.0054,0.0003
122,-0.0001,-0.0006,-0.0009,-0.0008,-0.013600000000000001,-0.0029,0.0007000000000000001,-0.0066,-0.015300000000000001,0.0006
123,0.0055000000000000005,0.0097,0.01,0.0036,0.0158,0.0014000000000000002,0.0040999999999999995,0.0147,0.016200000000000003,0.0095
124,-0.0032,-0.004699999999999999,-0.0022,0.0014000000000000002,-0.0051,-0.005600000000000001,0.0011,0.0024,-0.004699999999999999,-0.0028000000000000004
125,0.0005,-0.0004,0.0042,0.0017000000000000001,0.0102,0.0097,0.0014000000000000002,0.0045000000000000005,-0.0208,0.003
126,0.014199999999999999,0.011699999999999999,0.011699999999999999,0.0092,0.0073,0.0040999999999999995,0.009399999999999999,0.0086,0.0209,0.0088
127,-0.0021,-0.0026,-0.0055000000000000005,-0.0393,-0.019299999999999998,-0.010700000000000001,-0.0040999999999999995,0.0053,-0.0036,-0.0023
128,0.0060999999999999995,-0.004699999999999999,0.0042,0.0044,0.0037,0.0024,0.0069,0.009899999999999999,0.0074,0.005600000000000001
129,0.0028000000000000004,-0.0007000000000000001,0.0021,-0.0008,0.0073,-0.0016,0.0098,0.011000000000000001,0.0034000000000000002,0.0031
130,0.0032,0.0063,0.0015,-0.0012,0.0014000000000000002,-0.008199999999999999,0.0044,0.006,0.0095,0.0023
131,0.0007000000000000001,0.0015,0.0028000000000000004,0.0282,-0.005,-0.0060999999999999995,0.0025,0.0044,0.0027,0.0008
132,0.0058,0.0011,0.0062,-0.0012,0.0259,0.0246,0.0044,0.013300000000000001,0.0018,0.0102
133,0.0031,0.0039000000000000003,0.0059,-0.0089,0.0191,0.0038,-0.0007000000000000001,-0.009300000000000001,-0.0003,0.0022
134,0.001,0.0053,0.0053,0.0052,0.0158,0.0073,0.0059,-0.004,0.002,0.0079
135,-0.002,0.0089,0.0011,-0.0105,0.0159,0.0012,0.0051,0.0132,0.0034999999999999996,0.0005
136,-0.0009,0.0014000000000000002,-0.0016,0.0087,-0.0139,-0.0115,-0.0042,0.0009,-0.0012,-0.0011
137,0.0002,-0.004699999999999999,-0.005,-0.0103,-0.0181,-0.011899999999999999,-0.0037,-0.0125,0.0046,-0.0016
138,0.0003,-0.0002,0.0008,-0.0053,0.011699999999999999,0.0158,-0.0002,0.0034000000000000002,0.0017000000000000001,0.004699999999999999
139,-0.0039000000000000003,-0.0040999999999999995,-0.0052,-0.0189,-0.0236,-0.0158,-0.0072,-0.0038,-0.0044,-0.0053
140,-0.0086,-0.0108,-0.0076,-0.030699999999999998,-0.019799999999999998,-0.0196,-0.0113,-0.011200000000000002,-0.008100000000000001,-0.0034000000000000002
141,-0.0019,0.0027,0.001,-0.013600000000000001,-0.0040999999999999995,-0.0017000000000000001,-0.0007000000000000001,-0.0103,0.0075,0.0006
142,-0.0017000000000000001,-0.0064,-0.006500000000000001,0.0101,-0.011899999999999999,-0.013999999999999999,-0.0068000000000000005,0.0013,-0.0024,-0.0023
143,-0.0001,-0.0126,-0.0096,0.0127,-0.0426,-0.0315,-0.0075,-0.018799999999999997,0.0032,-0.0028000000000000004
144,-0.0074,-0.013500000000000002,-0.0152,-0.0022,-0.032400000000000005,-0.0397,-0.0189,-0.020499999999999997,-0.0039000000000000003,-0.009399999999999999
145,0.008,0.0108,0.0139,0.0059,0.0116,0.0139,0.0018,0.0012,0.0067,0.0085
146,-0.0011,0.0045000000000000005,-0.005,0.0087,-0.0171,-0.0146,-0.0025,0.0084,0.0115,-0.0008
147,0.0048,0.0021,0.0021,0.015300000000000001,-0.0037,-0.002,-0.0027,0.0033,0.0101,0.0008
148,-0.0022,-0.0044,-0.006500000000000001,-0.003,-0.0026,0.012199999999999999,-0.0022,0.0011,0.0084,0.0011
149,0.0012,0.0028000000000000004,0.0007000000000000001,0.0088,0.0116,0.0236,0.0074,0.0111,0.003,0.0085
150,0.005,0.0048,0.0072,0.0108,0.0123,0.0005,0.0026,0.0116,0.0132,0.0040999999999999995
151,0.0036,0.0083,0.0054,-0.0022,-0.0026,-0.0155,0.0055000000000000005,-0.0068000000000000005,0.0029,0.0018
152,-0.0002,-0.0012,0.0024,0.0134,0.0003,-0.0032,0.0,-0.0063,-0.0067,-0.0009
153,-0.0051,-0.0012,-0.0055000000000000005,0.0053,-0.011699999999999999,-0.018799999999999997,-0.0053,-0.006500000000000001,-0.0005,-0.0013
154,0.0101,0.0105,0.010700000000000001,0.0014000000000000002,0.005600000000000001,0.008100000000000001,0.0049,0.01,0.0137,0.006999999999999999
155,0.0011,0.0116,0.0058,0.0208,0.0060999999999999995,0.0069,0.009000000000000001,0.0033,0.0053,0.0059
156,-0.0024,-0.0028000000000000004,-0.0037,-0.0012,0.0008,-0.0060999999999999995,-0.0044,-0.0044,0.0014000000000000002,-0.0022
157,0.0007000000000000001,0.0066,0.0040999999999999995,0.0062,0.0075,-0.0016,-0.0003,-0.0014000000000000002,0.0029,-0.0012
158,0.004,0.005600000000000001,0.0031,0.013500000000000002,0.009000000000000001,0.0021,0.0027,0.0075,0.002,0.0033
159,0.003,0.0029,0.0009,-0.0079,0.0074,0.0025,0.0008,0.0023,-0.0005,-0.0013
160,0.0008,0.0022,0.0009,0.0091,0.0074,0.0012,-0.0018,0.0072,-0.0067,-0.0006
161,-0.0013,-0.0003,0.0006,0.0025,0.0040999999999999995,-0.0101,0.0063,0.0055000000000000005,-0.0015,0.0007000000000000001
162,0.0012,-0.0053,0.0008,0.0322,0.0038,-0.0008,0.0023,0.0073,0.0034999999999999996,0.001
163,0.004699999999999999,0.0031,0.0046,-0.0069,0.010700000000000001,-0.0012,0.0004,0.0263,-0.004699999999999999,0.0014000000000000002
164,0.0034999999999999996,0.008199999999999999,0.0038,0.0029,0.0062,0.008,0.0059,0.016,-0.0039000000000000003,0.006
165,0.0014000000000000002,0.002,0.0009,0.0128,0.0147,0.0059,0.002,0.0048,0.006500000000000001,0.0009
166,0.0019,0.0034999999999999996,0.0054,0.0118,0.0116,0.0004,0.0022,0.005,-0.0025,0.0036
167,-0.0051,-0.0026,0.0028000000000000004,-0.0044,0.012,0.0091,0.0032,0.0129,0.0031,0.005600000000000001
168,0.0062,0.0067,0.0079,0.009300000000000001,0.0192,0.0067,0.0024,0.016,0.0066,0.0076
169,0.0040999999999999995,0.0029,0.0055000000000000005,0.0091,0.011399999999999999,0.0172,0.0079,0.0123,0.0064,0.0029
170,0.0001,0.0063,0.0,0.0045000000000000005,-0.003,-0.004699999999999999,0.0025,-0.0078000000000000005,0.0095,0.0011
171,0.0032,0.0022,0.0018,0.0173,-0.0092,-0.0124,0.0024,-0.0105,0.0121,0.0043
172,0.0148,-0.0058,0.003,0.0076,0.012,-0.0070999999999999995,0.005600000000000001,0.0148,0.0086,0.004
173,-0.0038,0.0155,-0.0086,-0.0105,-0.0151,-0.0218,-0.0023,0.0014000000000000002,0.014199999999999999,-0.0012
174,0.0014000000000000002,-0.005600000000000001,-0.0008,0.019299999999999998,-0.013300000000000001,-0.0143,-0.0014000000000000002,-0.0046,0.0146,0.0013
175,-0.0006,0.0039000000000000003,-0.0021,0.0048,-0.0088,-0.0060999999999999995,-0.0024,0.0033,0.0022,-0.0004
176,0.0011,-0.0011,0.0007000000000000001,0.0014000000000000002,0.0013,0.001,-0.0023,0.0019,-0.002,0.0018
177,0.0011,0.0019,0.0018,0.0098,0.0105,-0.0011,-0.0003,0.01,-0.0038,0.0039000000000000003
178,-0.0007000000000000001,-0.0039000000000000003,-0.0069,0.0166,-0.0163,-0.0225,-0.0034000000000000002,-0.0032,0.013000000000000001,-0.004
179,-0.0092,-0.0181,-0.016,-0.0062,-0.0323,-0.0365,-0.0213,-0.0236,-0.0085,-0.0134
180,0.0008,0.0014000000000000002,-0.0045000000000000005,-0.015700000000000002,0.0149,0.002,0.001,0.006999999999999999,-0.0222,0.0036
181,-0.0072,-0.0155,-0.0029,-0.0078000000000000005,-0.006,-0.0321,-0.0068000000000000005,0.0005,-0.0058,-0.0045000000000000005
182,0.0018,-0.0002,-0.0059,-0.0269,-0.015300000000000001,-0.026600000000000002,0.0002,-0.0042,-0.011899999999999999,-0.0033
183,-0.0012,-0.011200000000000002,-0.0083,-0.0060999999999999995,-0.004,-0.0023,-0.005600000000000001,0.0088,0.0111,-0.0006
184,-0.0021,-0.0128,-0.0073,-0.011200000000000002,-0.0108,-0.0066,-0.0058,-0.0031,-0.0063,-0.0015
185,-0.004,-0.0083,-0.0085,0.0113,-0.0195,-0.0253,-0.0103,-0.015700000000000002,0.016399999999999998,-0.0070999999999999995
186,-0.0051,-0.0033,-0.0037,0.0101,-0.0239,-0.0091,-0.0066,-0.0040999999999999995,0.004,-0.0032
187,0.006999999999999999,0.0079,0.0113,0.0027,0.0274,0.0362,0.0085,0.0285,0.0084,0.0108
188,0.0070999999999999995,0.0058,0.002,0.0212,-0.0106,0.008199999999999999,-0.001,0.0038,0.006500000000000001,0.0026
189,-0.0177,-0.0096,-0.0075,0.0033,-0.0248,-0.0209,-0.016,-0.0179,0.0016,-0.0063
190,-0.0024,-0.0058,0.0016,-0.0038,-0.0275,-0.0147,-0.006,-0.0146,-0.0113,-0.0051
191,-0.0091,-0.0015,0.0,-0.019299999999999998,0.004699999999999999,0.008100000000000001,-0.0033,-0.0083,-0.011699999999999999,-0.0007000000000000001
192,0.0075,-0.0001,-0.0078000000000000005,-0.0102,-0.019299999999999998,-0.0029,-0.0024,0.0062,-0.0088,-0.0021
193,-0.01,-0.020099999999999996,-0.015300000000000001,-0.0134,-0.0325,-0.0282,-0.013500000000000002,-0.0219,0.002,-0.0121
194,-0.0006,0.0036,-0.0044,0.0103,-0.0068000000000000005,-0.011200000000000002,-0.0017000000000000001,-0.0147,0.0026,-0.006
195,-0.001,-0.0173,-0.0113,0.0194,-0.0269,-0.0278,-0.015,-0.0049,0.0086,-0.0089
196,-0.010700000000000001,-0.0208,-0.011000000000000001,0.0069,-0.0294,-0.0453,-0.0147,-0.019,0.0005,-0.0148
197,-0.0121,-0.013600000000000001,-0.0168,0.0199,-0.035,-0.0512,-0.0226,-0.0278,-0.003,-0.016
198,0.0054,0.0089,0.013300000000000001,-0.0132,0.052000000000000005,0.0625,0.016200000000000003,0.021400000000000002,0.0102,0.015600000000000001
199,-0.0019,-0.004,0.0024,-0.0143,0.0092,-0.0215,0.0058,0.0095,0.0044,0.0001
200,-0.0086,-0.0225,-0.0225,-0.0034999999999999996,-0.0315,-0.042699999999999995,-0.0163,-0.0121,-0.0054,-0.0146
201,-0.0029,-0.0053,-0.0011,-0.0113,-0.0273,-0.0165,-0.009399999999999999,0.0007000000000000001,-0.011899999999999999,-0.0069
202,0.0126,0.015300000000000001,0.0176,-0.001,0.057999999999999996,0.0643,0.021099999999999997,0.0123,0.0026,0.0169
203,0.0037,0.0054,0.0087,0.009399999999999999,0.0322,0.0341,0.008100000000000001,0.014499999999999999,-0.0028000000000000004,0.0096
204,0.0049,0.0034999999999999996,0.0060999999999999995,-0.0001,0.0128,0.0137,0.0060999999999999995,0.018799999999999997,0.0024,0.0034999999999999996
205,-0.0048,0.0012,0.0037,-0.0155,0.0011,0.0016,-0.0004,-0.0045000000000000005,-0.0076,0.003
206,-0.005699999999999999,-0.004,-0.0141,-0.0278,-0.0385,-0.039,-0.0019,-0.0048,-0.0143,-0.0059
207,0.002,0.008199999999999999,0.0038,0.0038,0.0023,-0.0021,0.001,-0.003,-0.0021,0.0012
208,0.0091,0.0143,0.0034999999999999996,-0.013000000000000001,0.0029,0.012,0.0034999999999999996,-0.002,0.0183,0.0088
209,0.0018,0.0067,0.0148,0.0019,-0.015300000000000001,-0.012,0.006999999999999999,-0.005699999999999999,0.013999999999999999,0.0069
